,id,Q1-1,Q1-2,Q1-3,Q2-1,Q2-2,Q2-3,Q3-1,Q3-2,Q3-4,Q3-3
26,27,중도 앞에서 오늘 행사 함?,"b1, 교내행사","{'answer': '죄송하지만 제공된 웹 검색 결과에서 전북대학교 중앙도서관 앞에서 오늘 행사가 있는지에 대한 정보를 찾을 수 없습니다. [1, 2, 3, 4, 5]\n\nReference:\n[1] url: https://www.jbnu.ac.kr/kor/?menuID=139&category=%EC%B4%9D%EB%AC%B4&pno=72:\n    Quoted sentence: 생협김밥 치즈김밥 샐러드김밥 참치마요김밥 유부우동 김치우동 꼬지우동 새우튀김우동 김밥우동세트\n[2] url: https://www.jbnu.ac.kr/kor/?menuID=139&category=%ED%96%89%EC%82%AC&pno=123:\n    Quoted sentence: 생협김밥 치즈김밥 샐러드김밥 참치마요김밥 유부우동 김치우동 꼬지우동 새우튀김우동 김밥우동세트\n[3] url: https://www.jbnu.ac.kr/kor/?menuID=139&pno=71&category=%EC%B4%9D%EB%AC%B4&mode=view&no=7127:\n    Quoted sentence: 생협김밥 치즈김밥 샐러드김밥 참치마요김밥 유부우동 김치우동 꼬지우동 새우튀김우동 김밥우동세트\n[4] url: https://m.blog.naver.com/sua4111/221896238642:\n    Quoted sentence: 전북대 졸업식 하면 ? 중도 앞 잔디\n[5] url: https://www.jbnu.ac.kr/kor/?menuID=237&keyword=sg&type=board&order=recent&pno=50:\n    Quoted sentence: 검색어 ""sg""에 관련 전체 0건의 검색결과를 찾았습니다. \n\n', 'keyword': '중도 행사 여부 \n'}",,,,전공진로설계 시간에 교외근로 가능한지 문의드립니다.,.,"시간표 중복 불가
안녕하세요
전북대 장학팀입니다.
 
오아시스 시간표 상 등록된 시간이라면 해당시간에 근로가 불가능합니다.
 
감사합니다.",
27,28,지금 학교에서 하는 공모전 뭐 있어?,"b1, 교내행사","{'answer': '전북대학교에서 현재 진행 중인 공모전 정보는 다음과 같습니다. \n\n* **생성 AI를 활용한 서비스 소프트웨어 개발 공모전:** 소프트웨어 개발에 관심 있는 재학생 (휴학생은 팀원으로만 참여 가능, 졸업생 참여 불가)을 대상으로 하며, 접수 기간은 5월 19일 금요일까지입니다. 전북대학교 SW중심대학사업단 홈페이지(swuniv.jbnu.ac.kr)에서 온라인 신청 후 원본 서류를 방문 제출해야 합니다. [1]\n* **LINC 3.0 학생 페스티벌 아이디어 공모전:**  LINC 3.0 사업단에서 주최하는 아이디어 공모전입니다. [3] \n* **지역의 3대 생활현안 해결 아이디어 공모전:** 전북 지역 시민과 전북대학교 재학생을 대상으로 하며, 전북 지역의 3대 생활현안(미세먼지, 악취, 교통)에 대한 아이디어를 공모합니다. 접수 기간은 2020년 12월 14일부터 2021년 1월 4일까지이며, 전북대학교 국립대학육성사업 홈페이지에서 신청서를 작성 후 담당자 이메일로 제출해야 합니다. [4]\n\n더 자세한 내용은 각 공모전 담당 부서에 문의하시기 바랍니다. \n\nReference:\n[1] url: https://www.jbnu.ac.kr/kor/?menuID=139&pno=2&category=%ED%96%89%EC%82%AC&mode=view&no=56144\n    Quoted sentence: 접수기간 ~ 5. 19.(금) 까지\n[3] url: https://www.jbnu.ac.kr/kor/?menuID=139&pno=526&category=%ED%96%89%EC%82%AC:\n    Quoted sentence: LINC 3.0 학생 페스티벌 아이디어 공모전 모집 안내\n[4] url: https://linkareer.com/activity/53191:\n    Quoted sentence: 전북대학교 지역의 3대 생활현안 해결 아이디어 공모전\n\n', 'keyword': '학교 공모전 정보 \n'}",,,,"3/20일인 수강취소 마지막날이 지난거 알지만, 아직 수업일수 1/4선이어서 지금 수강신청 취소 가능한가요? 부탁드립니다!",.,수강신청 취소기간에만 취소신청이 가능합니다. ,
28,29,데이터분석 관련된 공모전 머가 있을까요?,"b1, 교내행사","{'answer': '안녕하세요 John님, 컴퓨터인공지능학과에 재학 중이시군요! 데이터 분석 관련 공모전에 관심이 있으시군요. \n\n[4] 전북대학교 문헌정보학과에서 2022년 데이터 분석 활용 공모전 정보를 게시했습니다. 이 공모전은 행정안전부에서 주최하며, 국가 사회적 현안과 관련된 5대 분야 주제(인구소멸, 재난안전, 보건복지, 지역경제 활성화, 탄소중립)에 대한 아이디어, 직접 분석, 우수 분석 활용 사례를 공모합니다.  대국민 대상으로  아이디어 및 직접 분석 부문에 참여할 수 있으며, 공모 기간은 2022년 10월 11일부터 11월 18일까지입니다. 자세한 내용은 전북대학교 문헌정보학과 홈페이지 공지사항에서 확인하실 수 있습니다. [4]\n\n학업에 도움이 되는 공모전에 참여하여 좋은 경험 쌓으시길 바랍니다. \n\n## References:\n[4] URL: https://lis.jbnu.ac.kr/bbs/lis/968/286502/artclView.do?layout=unknown\n    Quoted sentence: \xa0행정안전부에서\xa0‘ 2022년 데이터 분석 · 활용 공모전 ’ 을 아래와 같이 개최하오니 많은 참여 바랍니다. \n\n', 'keyword': '데이터분석 공모전 \n'}",,,,"hrc 추가모집 기간 때 신청을 했는데, 아직 따로 연락이 오지 않아 발표가 언제 나는지 여쭤보고자 문의드립니다.",.,"답변입니다.
HRC 추가모집 1차 합격자(면접대상자)는 교내공지 홈페이지 및 문자로 안내가 되었었습니다. (https://www.jbnu.ac.kr/kor/?menuID=139&sfv=subject&subject=hrc&mode=view&no=55758)
 
교내공지- HRC 추가선발 공고에 일정 안내되었습니다.
 
더 궁금한 사항이 있으면 연락 바랍니다.
 
TEL)063-270-4885",
29,30,"교내근장 학기중 최대 35시간, 방학중 최대 55시간으로 아는데 6월달은 학기중으로 인정돼서 35시간만 가능한가요?","b1, 근로장학생","{'answer': '안녕하세요 John님, 6월달 국가근로 가능 시간에 대해 문의하셨네요. \n\n[4] 전북대학교 2024학년도 1학기 국가근로장학생 교육 안내에 따르면, 6월 21일(금)까지는 제1학기가 종강되고 기말시험이 완료됩니다. 6월 24일(월)부터 하기휴가가 시작되므로, 6월 21일까지는 학기 중으로, 6월 24일부터는 방학 중으로 인정됩니다. [4] \n\n따라서 6월 1일부터 21일까지는 학기 중 근로 시간인 최대 35시간까지만 가능하고, 6월 24일부터 30일까지는 방학 중 근로 시간인 최대 55시간까지 가능합니다. \n\n## References:\n[4] URL: https://www.jbnu.ac.kr/kor/?menuID=139&mode=view&no=55616\n    Quoted sentence: 06월 21(금)제1학기 종강, 기말시험 완료\n    Quoted sentence: 06월 24(월)하기휴가 시작 \n\n', 'keyword': '6월 근로시간 \n'}",,,,Hrc 기숙사 신청기간에 기숙사 신청시기를 놓쳐서 문의드립니다. 그래서 지금이라도 기숙사를 신청하고 싶습니다. 오늘 3/26일 추가모집하는 (새빛관)기숙사로 신청해야 하는지 hrc전용 기숙사 신청으로 신청해야하는지 답변부탁드립니다!!,.,"답변입니다.
현재 추가모집하는 호관(새빛관)으로 신청 바랍니다.
 
생활관 추가 모집에 합격된다면 먼저 기숙사비를 납부하시고, 1학기 종강 후에 HRC에서 장학금으로 환급되오니 참고 바랍니다.
2학기부터는 HRC 호관(새빛2관)으로 배정됩니다.
 
감사합니다.",
30,31,평화관 학점이 어느 정도 이상이어야 붙나요?,"b1, 기숙사","{'answer': '죄송합니다만 제공된 웹 검색 결과와 개인 정보에서 평화관 학점에 대한 정보를 찾을 수 없습니다. \n\n', 'keyword': '평화관 합격 기준 \n'}",,,,"안녕하세요, 전북대학교 재학생입니다. 전북대학교 재학생 학생 예비군 신청 기간이 언제인지 문의 드립니다.",.,"전북대학교 예비군연대입니다.
안녕하세요? 전북대학교 예비군 업무 담당자입니다.
 
우리 대학교 학생 예비군 훈련 6월 말 ~ 7월 초에 진행될 예정이며, 훈련일자 신청기간은 5월초에 실시할 예정입니다.
 
하지만, 질문자님의 경우 3510동원보충보병대대에 동원지정되신 자원으로써, 훈련일 신청이 불가능하며 7월 11일(목) 완주 소양에서 1일차 동원보충훈련이 진행될 예정이니 참고하시기 바랍니다.
 
더 궁금하신 내용이 있으시면 전북대학교 예비군연대(063-270-3622)로 문의하여 주시기 바랍니다.",
31,32,전진설 지도교수는 못바꾸나요 교수님 너무 성의없고 빡빡해서 상담 도움안됨... 다른 교수님은 친절하시다는데ㅜㅜㅜ,"b1, 전진설","{'answer': '전공진로설계 지도교수 변경은 학과 사정에 따라 어려울 수 있습니다. [4] 화학공학부의 경우, 김종석 교수님이 연구교수로 발령됨에 따라 지도 학생들은 위임교수님이 지정되었습니다. [4]  지도교수님과의 상담이 도움이 되지 않는다면, 학과 조교에게 문의하여 다른 교수님과의 상담 가능 여부를 알아보는 것이 좋겠습니다. [4] \n\n참고:\n[4] URL: https://che.jbnu.ac.kr/bbs/che/1175/325541/artclView.do?layout=unknown\n    Quoted sentence: 김종석 교수님 연구교수 발령으로 지도학생들은 위임교수님 지정\n\n', 'keyword': '지도교수 변경 \n'}",,,,특별학기 수업 방식은 대면인가요? 온라인인가요? 특별학기는 실험 과목만 대면이라는 말이 있는데 맞는건가요? 타지에 사는데 실용영어 수강자의 경우 어떤 방식으로 수업을 듣나요?,.,"(답변)특별학기 수업방식
안녕하세요
특별학기는 정규학기와 마찬가지로 대면수업으로 진행됩니다. 
수업기간: 4주 3일간(월~금 2시간씩 수업, 총 45시간)
 
좋은 하루되세요. ",
32,33,"성적우수, 교직이수아니면 최대 들을수있는 학점이 18인가요?","b1, 학점","{'answer': '안녕하세요. 2010학년도 이후 입학자의 경우, 교직과정 이수자가 아니고 직전 학기 성적이 4.0 미만이면 한 학기에 최대 18학점까지 수강 신청할 수 있습니다. [5]\n\n## 참고:\n[5] URL: https://it.jbnu.ac.kr/it/9824/subview.do\n    Quoted sentence: 상한학점 : 매 학기 최대로 취득할 수 있는 학점은 18학점으로 하되, 직전학기 평점평균이 4.0 이상인 학생은 최대 취득학점 외에 3학점을 초과 취득할 수 있습니다. \n\n', 'keyword': '최대 학점 제한 \n'}",,,,2023년 간호학과 교직 선발자 성적 커트라인 알 수 있을까요?,.,"교직 문의
선발 당시의 학점 자료가 구비되어 있지 않아 커트라인 확인 불가합니다.
간호학과에 문의해보시기 바랍니다.",
33,34,지금 내가 참여할만한 교내 행사 알려줘.,"b2, 교내행사",504 Deadline Exceeded,,,,2024-특별학기(신입생) 초급물리학(5분반)을 수강하였는데 교양교과목 학점으로 몇 학점이 들어가는지 알고 싶습니다.,.,"(답변)신입생 특별학기 학점
안녕하세요
특별학기(신입생)은 입학전 새내기 학력돋움 예비학기제 프로그램 이수에 대한 내용으로 별도 학점인정은 되지 않습니다. 
수준별 수업 분반기준에 의거 기초반 대상자가 예비학기제를 이수한 경우 기초과목인 초급물리학 이수가 면제되어, 1학기에 일반물리학 1을 바로 수강할 수 있는  프로그램이었습니다. 
 
좋은 하루되세요. ",
34,35,아카시아 꽃 향 진짜진짜 좋아하는데 캠퍼스안에 아카시아 나무가 안보여요.. 아카시아 나무 학교내나 근처에 없나요..?,c1,"{'answer': ""안녕하세요, 캠퍼스 내에 아까시나무가 안 보여서 아쉬우시군요! 아까시나무는 향기가 정말 좋죠. \n\n하지만 학교 웹사이트에서 제공하는 정보만으로는 캠퍼스 내 또는 근처에 아까시나무가 있는지 확인할 수 없습니다. [1, 2, 3] 학교에 직접 문의해보시는 게 좋을 것 같습니다. \n\n혹시 아까시나무를 '아카시아'라고 부르시는 건 아니죠?  많은 분들이 착각하시는데, 우리 주변에서 흔히 볼 수 있는 나무는 '아까시나무'이고, '아카시아'는 열대지방에서 자라는 전혀 다른 나무랍니다. [5] \n\n아까시나무 꽃 향기가 가득한 캠퍼스 생활을 즐기시길 바랍니다! \n\n[1] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&pno=8&menu_no=110&mode=view&no=31260\n[2] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&pno=1&menu_no=110&mode=view&no=43525\n[3] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&pno=5&menu_no=110&mode=view&no=35902\n[5] url: https://www.jejusori.net/news/articleView.html?idxno=426450\n    Quoted sentence: '아까시나무는 ‘아카시아’로 더 널리 알려져 있는데 아까시나무 종류는 열대지방에서 주로 자라는 진짜 아카시아와 우리 주위에서 흔히 볼 수 있는 미국 원산의 아까시나무가 있지만 전혀 별개의 나무입니다.\n우리나라에 처음 들어올 때 이 둘을 구별하지 않고 불러온 탓에 혼란이 생긴 것으로 설명하고 있는데\xa0진짜 ‘아카시아’는 한반도에서는 자랄 수 없으므로 아까시나무라고 불러야 맞는 이름입니다.' \n\n"", 'keyword': '아카시아 나무 위치 \n'}",,,,인증번호를 받기 위해 인증 번호 문자 받는 휴대폰 번호를 변경하려고 하는데 어떻게 바꾸는지 알 수 있을까요? 학적부 기재사항 신청서에도 번호를 바꾸는 칸이 없고 신청서를 직접 내러 갈 수 없는 상황입니다. 휴대폰 번호 변경 방법 문의드립니다. 감사합니다.,.,학생 본인 오아시스 접속 후 학적사항조회 탭에서 수정가능합니다. ,
35,36,저 금공강인대 학교내일째고싶어여...,c1,"{'answer': '금공강이시군요! 꿀 같은 휴식 시간이네요. 하지만 학교를 째고 싶으시다니,  혹시 중요한 수업이나 일정은 없는지 꼼꼼히 확인해 보세요. 학교 웹사이트에서 학사일정을 확인하실 수 있습니다. [1, 2, 3]  \n\n만약 정말 중요한 일정이 없다면 하루쯤 자유를 만끽하는 것도 좋겠죠! \n\n[1] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&pno=8&menu_no=110&mode=view&no=31260\n[2] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&pno=1&menu_no=110&mode=view&no=43525\n[3] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&pno=5&menu_no=110&mode=view&no=35902 \n\n', 'keyword': '학교 가기 싫다 \n'}",,,,"교외봉사활동으로 큰사람프로젝트 포인트를 신청할 수 있는거 같은데, 혹시 큰사람프로젝트 포인트 신청을 하고, 나중에 교육봉사 수강신청 및 교육봉사 서류 제출을 해도 문제될 일이 없을까요...? 예를 들어서 하나만 신청할 수 있어서 교육봉사활동 60시간을 한번 더 해야하는 일이 일어날 수 있는지 궁금해서 여쭤봅니다.",.,"큰사람프로젝트 중 '봉사활동'은 교내 '사회봉사센터'에서 승인하고 있습니다.
궁금한 사항은 사회봉사센터 063-270-2125 문의하시기 바랍니다.",
36,37,국장 이거 어케함? ㅠ 이렇게 뜨는데 장학금 받고 들어와서 이런건가??? 이거 과사무실같은데에 말해야함?,"c2,4","{'answer': '안녕하세요 John님, 2024년 2학기 국가장학금 1차 신청 기간은 5월 21일 화요일 오전 9시부터 6월 20일 목요일 오후 6시까지입니다. 주말 및 공휴일 포함 24시간 신청 가능하며, 마지막 날은 오후 6시에 마감됩니다. [5] 신청 대상은 재학생, 신입생(2학기 입학예정자), 편입생, 재입학생, 복학생 등 모든 대학생입니다. 재학생은 1차 신청이 원칙이며, 재학 중 2회에 한해 2차 신청으로 수혜 가능합니다. [5]\n\n장학금을 받고 입학하셨더라도 국가장학금을 신청해야 합니다. 한국장학재단 지역인재장학생도 반드시 국가장학금을 신청해야 합니다. [5] 특별재난지역 내 피해가구 대학생도 국가장학금을 신청해야 재난장학금 지원을 받을 수 있습니다. [5]\n\n국가장학금 신청은 한국장학재단 누리집(www.kosaf.go.kr) 또는 모바일 앱에서 할 수 있습니다. [5] 신청 시 입력한 계좌로 장학금이 지급되므로, 반드시 본인 명의의 계좌를 입력해야 합니다. 신청 기간 종료 후에는 지급 계좌를 변경할 수 없습니다. [5]\n\n문의 사항은 한국장학재단(☎1599-2000)으로 연락하시면 됩니다. [5] 혹시 국가장학금 신청 외에 학교 장학금에 대한 문의가 있다면, 학과 사무실에 문의해보는 것도 좋습니다. \n\n**참고:**\n\n[5] URL: https://www.jbnu.ac.kr/kor/?menuID=139&category=%EC%9E%A5%ED%95%99&mode=view&no=56426\n    Quoted sentence: 2024년 2학기 국가장학금 1차 신청 안내\xa01.\xa0(국가장학금 신청)\xa0’24. 5. 21.(화) 9시 ~ 6. 20.(목) 18시\xa0 \xa0 ※ 주말 및 공휴일 포함 24시간 신청 가능, 신청 마지막날은 18시에 마감2.\xa0(서류 제출 및 가구원 동의) ’24. 5. 21.(화) 9시 ~ 6. 27.(목) 18시3.\xa0(신청 대상) 재학생, 신입생(2학기 입학예정자), 편입생, 재입학생, 복학생 등 모든 대학생\xa0 ※ 재학생은 1차 신청이 원칙이며, 재학 중 2회에 한해 2차 신청으로 수혜 가능\xa0 ※ 한국장학재단 지역인재장학생도 반드시 국가장학금 신청\xa0 ※ 특별재난지역 내\xa0피해가구 대학생도 국가장학금을 반드시 신청하여야 재난장학금 지원 가능\u200b\u200b4.\xa0(신청 방법) 한국장학재단 누리집(www.kosaf.go.kr) 및 모바일 앱에서 신청\xa0 ※\u200b 원활한 신청을 위하여 준비사항을 확인하시고 여유 있게 신청해주시기 바랍니다.\xa0 \xa0\xa05. 기타\xa0 - 국가장학금 신청 및 서류확인(서류제출은 대상자에 한함), 가구원 동의가 반드시 완료되어야 함\xa0 - 국가장학금 신청 시 입력한 계좌로 장학금이 지급(등록금 개인납부자만 해당)되므로,\xa0 \xa0 반드시 학생 본인 명의의 지급계좌로 신중히 입력. ※ 신청기간 종료 후 지급계좌 변경 불가\xa0※ 신청방법, 신청 수정, 가구원 동의, 서류제출 방법, 유의사항 확인은 한국장학재단 ☎1599-2000문의\xa0 \n\n', 'keyword': '국장 문제 \n'}",,,,"안녕하십니까 전북대 윤리교육과에 재학중인 장승주입니다. 다름이 아니라 제가 이번 학기(4학년 1학기)에 5학점을 수강하고 있습니다.
이럴 경우, 다음 학기(4학년 2학기)에 국가장학금과 교내 돋움장학금, 성적장학금 선발이 가능할까요?? 감사합니다.",.,"4학년 국가장학금 관련 답변
안녕하세요 장학팀입니다.
 
4학년 2학기가 마지막 학기라면(졸업 학기) 이수학점기준 적용 대상에서 제외되므로 지급이 가능합니다.
 
단, 성적 요건은 충족해야하니 참고 바랍니다.",
37,38,,,,,,"{'answer': '죄송하지만 제공된 웹 검색 결과에서 강의실 에어컨 가동 시기에 대한 정보를 찾을 수 없습니다. [1, 2, 3, 4, 5]\n\n하지만, 웹 검색 결과 중 전북대학교 기숙사 에어컨 가동 관련 문의에 대한 답변에서 학교 측과 협의하여 냉방 가동 계획을 공지한다는 내용을 확인했습니다. [4, 5]  강의실 에어컨 가동 역시 학교 측의 결정에 따라 이루어질 것으로 예상되므로, 학교 홈페이지 공지사항을 참고하거나 학교 측에 직접 문의하는 것이 좋겠습니다. \n\n## References:\n[1] URL: https://www.jbnu.ac.kr/kor/?menuID=139&pno=71&category=%EA%B5%90%EC%9C%A1&mode=view&no=52869\n[2] URL: https://www.jbnu.ac.kr/kor/?menuID=139&pno=71&category=%EC%9E%A5%ED%95%99&mode=view&no=47583\n[3] URL: https://www.jbnu.ac.kr/kor/?menuID=139&pno=71&category=%EC%B4%9D%EB%AC%B4&mode=view&no=7139\n[4] URL: https://likehome.jbnu.ac.kr/home/main/inner.php?sMenu=D5000&mode=view&no=4857\n    Quoted sentence: “참빛관 관리사무소입니다. 냉방 가동에 관련하여 하절기를 기준으로 대학측과 냉방 가동 세부일정을 협의하고 있으나, 이상 기온으로 온도가 상승하고 있고 관련 민원이 다수 접수 되고 있어 대학측과 신속하게 협의하여 냉방 가동계획을 공지하도록 하겠습니다. 감사합니다.”\n[5] URL: https://likehome.jbnu.ac.kr/home/main/inner.php?sMenu=D5000&pno=14&mode=view&no=4882\n    Quoted sentence: “전북대BTL관리사무소입니다. 냉방 가동에 관련하여 하절기를 기준으로 대학측과 냉방 가동 세부일정을 협의하고 있으나, 이상 기온으로 온도가 상승하고 있고 관련 민원이 다수 접수 되고 있어 대학측과 신속하게 협의하여 냉방 가동계획을 공지하도록 하겠습니다. 감사합니다.” \n\n', 'keyword': '강의실 에어컨  \n'}","18~20일 수강 취소가 가능하다는 부분에서 사유를 명시해야 한다고 적혀있는데, 특별한 사유가 필요한 것인지 개인적인 사유 (ex. 너무 어렵다, 시간표가 맞지 않는다 등)도 가능한 것인지 궁금합니다.",.,학과사무실 조교님과 상담받기 바랍니다. ,
38,39,,,,,,504 Deadline Exceeded,8일 이후에 폐강이 된 과목은 언제부터 다른 수업으로 수강신청을 할 수 있는건지 궁금합니다!,.,"3.14.(목) 14:00 ~ 3.15.(금) 18:00 에 진행됩니다.
폐강과목에 수강신청한 학생에게 문자로 안내 예정(3.13. 18:00)이며
폐강과목에 수강신청한 학생에 한해 3.14.(목) 14:00 ~ 3.15.(금) 18:00 에 추가 수강신청 진행됩니다.",
39,40,,,,,,"{'answer': '죄송합니다만 제공된 웹 검색 결과에서 수강 신청 날짜에 대한 정보를 찾을 수 없습니다. [1, 2, 3, 4, 5]\n\n참고:\n[1] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&menu_no=72&pno=20\n    Quoted sentence: 먼저 하단 검색기능을 이용해서 찾아보시고 찾는 정보가 없을경우 정확한 항목으로 신청 해 주셔야 빠르게 답변을 받아보실 수 있습니다\n[2] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&menu_no=72&pno=41\n    Quoted sentence: 먼저 하단 검색기능을 이용해서 찾아보시고 찾는 정보가 없을경우 정확한 항목으로 신청 해 주셔야 빠르게 답변을 받아보실 수 있습니다\n[3] url: https://www.jbnu.ac.kr/kor/index.php?menuID=119&menu_no=72&pno=48\n    Quoted sentence: 먼저 하단 검색기능을 이용해서 찾아보시고 찾는 정보가 없을경우 정확한 항목으로 신청 해 주셔야 빠르게 답변을 받아보실 수 있습니다\n[4] url: https://www.jbnu.ac.kr/kor/?menuID=19\n    Quoted sentence: 수강신청\n[5] url: https://www.jbnu.ac.kr/kor/?menuID=237&keyword=%EC%88%98%EA%B0%95%EC%8B%A0%EC%B2%AD\n    Quoted sentence: 수강신청\n', 'keyword': '수강 신청 날짜 \n'}",2차 폐강후 다른 과목을 수강 신청 할 경우 그 과목의 이전 출석이 결석 처리 된다고 하는데 수강 정정 기간도 아닌 2차 폐강으로 인해 피해를 볼 경우는 어떻게 해야 하나요?,.,"폐강은 설강기준이 되지 못하여 발생하는 불가피한 일입니다.
폐강되는 경우 폐강된 교과목에 수강신청한 학생이 다른(설강된) 교과목에 수강신청할 수 있는 기회를 부여합니다.
 
문의하신 출결에 관한 부분은 감수해야할 사안입니다.(출석하지 않고 출석으로 인정할 수는 없습니다.)",
40,41,,,,,,"{'answer': '자퇴서는 OASIS에서 받으실 수 있습니다. OASIS에서 자퇴 신청 후 자퇴원을 출력하시면 됩니다. [5]\n\n참고:\n[5] url: https://dpa.jbnu.ac.kr/dpa/11026/subview.do\n    Quoted sentence: OASIS에서 자퇴 신청 보호자 전화번호 입력 → 자퇴사유 입력→ 자퇴 신청 → 자퇴원 출력(납부한 등록금이 있는 경우 납입금반환신청서 작성)\n\n', 'keyword': '자퇴서 발급 장소 \n'}","안녕하세요. 24년 일반대학원 회계학과 신입생입니다.
비전공자이며 직장과 병행하다 보니 대학원 면접을 봤을 때, 교수님께서 선수과목을 수강하였음 하셨습니다.
그래서 수강신청기간에 학과사무실로 연락하여 선수과목을 어떻게 수강하는지 여쭤보았습니다.
하지만 학과사무실에서는 선수과목에 대해서 들은 바 없다 하였고, 다만, 교수님이 그렇게 말하셨다면 개강하기 전에 미리 공부해오라고 하신 거 같다는 말을 덧붙였습니다. 저는 확답을 받고 싶었기에 그러면 따로 수강신청을 하지 않아도 되냐고 여쭤보았고 학과사무실에서는 맞다고 대답하였습니다.
이후, 학과사무실에서 유선상으로 2/26일자에 제가 신청한 과목은 폐강되어서 다른 과목으로 재신청해야 한다는 점과 선수과목을 수강해야 한다고 통보하였습니다. 여러 방안을 생각하여 해결해보려 했으나 이틀의 연차 사용은 불가피하여 결국 자퇴를 생각하게 되었습니다.
그리고 나서 궁금한 점이 생겼습니다.
1. 저는 회계학과 학과사무실의 불찰로 일반대학원 자퇴 이후 경영대학원으로 재입학 예정인데, 자퇴 후 재입학이 가능한지 여쭤보고 싶고,
2. 학과사무실에서 대학원 자퇴 절차는 다르다며 기다려 보라고 하셔서 아직 회신을 기다리고 있는데 반환금액은 얼마나 되는지? 궁금합니다.    
빠른 회신 부탁드립니다.  ",.,"자퇴
1. 일반대학원 자퇴 후 경영대학원으로는 재입학이 아닌 신입학을 하셔야 합니다.
2. 일반대학원 자퇴는 오아시스 본인 신청 후 지도교수의견서 및 학과주임교수 의견서를 필수로 제출하셔야 합니다.
- 서류 제출과 관련하여서는 학과로 문의하시기 바랍니다.
덧붙여, 자퇴후 등록금 반환과 관련하여서는 등록금 담당부서로 문의하시기 바랍니다.",
41,42,,,,,,"{'answer': '2023학년도 하기 계절수업 수강 신청 기간은 5월 9일부터 5월 11일까지입니다. [5] 자세한 내용은 전북대학교 홈페이지 교내 공지에서 확인할 수 있습니다. [5]\n\n## References\n[5] URL: https://top.jbnu.ac.kr/bbs/bie/1180/301133/artclView.do?layout=unknown\n    Quoted sentence: 2023학년도 하기 계절수업 관련 안내 드립니다.\n    Quoted sentence: 상세 일정 및 내용은 전북대학교 홈페이지 내 교내공지를 참고하여 주시기 바랍니다. \n\n', 'keyword': '계절학기 수강신청 날짜 \n'}",학교 UI가 필요한데 어디서 이미지 파일을 있어?,.,,
